entropy,sequentiality,gibberish,string
0.04032685,0.00026944,0.08168480,%s: different snaplen cannot append to file
0.03783648,0.00033537,0.10596354,Can't write to %s: %s
0.03717833,0.00033373,0.07377586,Can't seek to end of %s: %s
0.04293433,0.00018185,0.06251666,truncated dump file; tried to read %lu header bytes only got %lu
0.04278007,0.00017294,0.05930147,truncated dump file; tried to read %u captured bytes only got %lu
0.04456782,0.00016243,0.05528086,Section Header Block in pcap-ng dump file has a length of %u < %lu
0.04386822,0.00024874,0.05088069,unknown pcap-ng savefile major version number %u
0.04275999,0.00017262,0.07283889,the capture file has a packet block before any Interface Description Blocks
0.04333771,0.00024674,0.04620226,block of type %u in pcap-ng dump file is too short
0.04527513,0.00020627,0.04467602,Interface Description Block has opt_endofopt option with length %u != 0
0.04529530,0.00018646,0.04507824,Interface Description Block has if_tsresol option with length %u != 1
0.04466139,0.00021818,0.04842213,Interface Description Block if_tsresol option resolution 10^-%u is too high
0.04508877,0.00018158,0.04378995,Interface Description Block has if_tsoffset option with length %u != 8
0.04201557,0.00020253,0.06027481,Interface Description Block has more than one if_tsoffset option
0.03935206,0.00025082,0.07956117,an interface has a type %u different from the type of the first interface
0.04050851,0.00023809,0.07307467,an interface has a snapshot length %u different from the type of the first interface
0.04303157,0.00017614,0.07941894,a packet arrived on interface %u but there's no Interface Description Block for that interface
0.03883899,0.00028626,0.02811523,bogus IPv6 address %s
0.03761748,0.00036878,0.06861405,bogus ethernet address %s
0.03760494,0.00047672,0.07618674,illegal token: %s
0.03512816,0.00063097,0.09548218,illegal char '%c'
0.03948371,0.00027402,0.07443314,fatal flex scanner internal error--no action found
0.04065703,0.00025134,0.07059994,fatal flex scanner internal error--end of buffer missed
0.03857870,0.00036202,0.06148560,'port' modifier applied to ip host
0.04055503,0.00032171,0.06711151,'portrange' modifier applied to ip host
0.03836112,0.00037323,0.06175683,'proto' modifier applied to ip host
0.04034035,0.00032531,0.06511177,'protochain' modifier applied to ip host
0.04091413,0.00030156,0.03220018,unknown 802.11 type name
0.04273960,0.00030277,0.03132309,unknown 802.11 subtype name
0.04057143,0.00029123,0.04887265,unknown LLC type name "%s"
0.04927415,0.00061844,0.08836836,deauthentication
0.04709909,0.00077295,0.01776238,data-cf-ack-poll
0.04966895,0.00071734,0.01513183,qos-data-cf-poll
0.05051020,0.00064124,0.01434669,qos-data-cf-ack-poll
0.03766050,0.00033010,0.06250209,setfilter: No filter specified
0.04163486,0.00024133,0.07328581,Warning: Filter too complex for kernel
0.04099726,0.00027465,0.08497891,can't remove kernel filter: %s
0.04196162,0.00021990,0.07904790,can't get FD flags when changing filter: %s
0.04338829,0.00025691,0.08668959,can't set nonblocking mode when changing filter: %s
0.04292044,0.00020415,0.08475344,can't restore FD flags when changing filter: %s
0.04773419,0.00015927,0.06571633,Can't restore interface %s flags (SIOCGIFFLAGS failed: %s).
0.03811764,0.00025829,0.06085561,Please adjust manually.
0.04409063,0.00016145,0.05983326,Hint: This can't happen with Linux >= 2.2.0.
0.04759951,0.00015073,0.06922379,Can't restore interface %s flags (SIOCSIFFLAGS failed: %s).
0.03811764,0.00025829,0.06085561,Please adjust manually.
0.04409063,0.00016145,0.05983326,Hint: This can't happen with Linux >= 2.2.0.
0.04737731,0.00016437,0.07166014,Can't restore interface %s wireless mode (SIOCSIWMODE failed: %s).
0.03811764,0.00025829,0.06085561,Please adjust manually.
0.04925181,0.00012161,0.05878619,Can't bring interface %s back up (SIOCSIFFLAGS failed: %s).
0.03811764,0.00025829,0.06085561,Please adjust manually.
0.04284768,0.00019371,0.04633151,arptype %d not supported by libpcap - falling back to cooked socket
0.04575199,0.00025146,0.05087394,setsockopt: unable to set SO_TIMESTAMPNS
0.05239445,0.00066116,0.04610569,forceprismheader
0.03720231,0.00029991,0.07867327,%s: Can't get flags: %s
0.03663246,0.00033351,0.08224945,%s: Can't set flags: %s
0.03917486,0.00033817,0.01357544,%s: SIOCGIWFREQ: %s
0.04756098,0.00016512,0.06996609,Can't restore interface wireless mode (SIOCSIWMODE failed: %s).
0.03811764,0.00025829,0.06085561,Please adjust manually.
0.04803578,0.00015888,0.04785550,pcap_activate: The "any" device isn't supported on 2.0[.x]-kernel systems
0.03877413,0.00039730,0.03900763,unknown arptype %d
0.03684211,0.00066982,0.02812897,SIOCGIFFLAGS: %s
0.03634547,0.00072439,0.03449413,SIOCSIFFLAGS: %s
0.04119789,0.00023590,0.02514464,Can't open /proc/net/dev: %s
0.04243581,0.00019787,0.07346849,Can't open USB bus file %s: %s
0.03862395,0.00028139,0.05950703,Can't read from fd %d: %s
0.04070241,0.00020913,0.07462594,Can't open USB stats file %s: %s
0.04524748,0.00013619,0.05754247,Can't parse USB bus message '%s' too few tokens (expected 8 got %d)
0.04068631,0.00020363,0.08308428,Can't get timestamp for message '%s' %d:%s
0.04524748,0.00013855,0.05865954,Can't parse USB bus message '%s' too few tokens (expected 5 got %d)
0.04015128,0.00024556,0.06048956,Can't create raw socket %d:%s
0.04366731,0.00018406,0.07276812,Can't allocate dump buffer: %s
0.03979363,0.00023423,0.00713496,NFULNL_CFG_CMD_PF_UNBIND: %s
0.03996019,0.00020311,0.00651521,NFULNL_CFG_CMD_PF_BIND: %s
0.04224328,0.00023171,0.07066858,Can't listen on group group index: %s
0.04215670,0.00030804,0.02187151,NFULNL_COPY_PACKET: %s
0.04040042,0.00022902,0.00502202,NFQNL_CFG_CMD_PF_UNBIND: %s
0.03982595,0.00021277,0.00442340,NFQNL_CFG_CMD_PF_BIND: %s
0.04222490,0.00025253,0.01457320,NFQNL_COPY_PACKET: %s
0.06339460,0.00208513,0.00665499, !"#$%&'()*+-./0123456789:;<=>?@abcdefghijklmnopqrstuvwxyz[\]^_`abcdefghijklmnopqrstuvwxyz{|}~
0.04222490,0.00036444,0.02681364,libpcap version 1.7.4
0.06816562,0.00234698,0.00695961, !"#$%&'()*+-./0123456789:;<=>?@ABCDEFGHIJKLMNOPQRSTUVWXYZ[\]^_`abcdefghijklmnopqrstuvwx
0.06535273,0.00487550,0.00581064,GHFIJKLMNOPQRSTUVXW
0.04761644,0.00128878,0.00227458,YZ[\tvwy{]^g_`abcdfehij
0.04222320,0.00025974,0.06657810,Pseudo-device that captures on all interfaces
0.03500435,0.00037449,0.01966198,__gnu_cxx::__concurrence_lock_error
0.03516767,0.00034961,0.01966696,__gnu_cxx::__concurrence_unlock_error
0.03921558,0.00050275,0.01512748,std::bad_exception
0.03965456,0.00030177,0.07453852,pure virtual method called
0.03693722,0.00033600,0.07404593,deleted virtual method called
0.03890471,0.00033429,0.07599165,terminate called recursively
0.04045578,0.00025922,0.08569554,terminate called after throwing an instance of '
0.04020958,0.00028783,0.07721358,terminate called without an active exception
0.03745809,0.00033259,0.06332524,(anonymous namespace)
0.03937475,0.00035779,0.06895514,construction vtable for 
0.03643495,0.00059521,0.06175179,typeinfo name for 
0.03321725,0.00086182,0.04802876,typeinfo fn for 
0.03707970,0.00028832,0.05228382,non-virtual thunk to 
0.03589913,0.00042717,0.06247349,virtual thunk to 
0.03672132,0.00035027,0.07535065,covariant return thunk to 
0.03681217,0.00041226,0.08327844,guard variable for 
0.03569269,0.00040186,0.07267843,TLS init function for 
0.04014380,0.00027682,0.06571893,TLS wrapper function for 
0.03540302,0.00037570,0.08859978,reference temporary #
0.03636655,0.00044856,0.08322289,hidden alias for 
0.03628844,0.00035110,0.08259812,transaction clone for 
0.03637527,0.00031308,0.06946201,non-transaction clone for 
0.03997334,0.00032515,0.06087987,global constructors keyed to 
0.03922604,0.00033697,0.06079928,global destructors keyed to 
0.03636655,0.00042931,0.02346429,std::basic_string
0.04202152,0.00013937,0.04203646,std::basic_string<char std::char_traits<char> std::allocator<char> >
0.04066000,0.00019246,0.03444933,std::basic_istream<char std::char_traits<char> >
0.04125181,0.00018030,0.03369476,std::basic_ostream<char std::char_traits<char> >
0.04133565,0.00018441,0.03433774,std::basic_iostream<char std::char_traits<char> >
0.04639490,0.00089320,0.05686161,reinterpret_cast
0.03760494,0.00068955,0.02858903,unsigned __int128
0.03292618,0.00074389,0.07790252,unsigned long long
0.03636655,0.00068729,0.02719306,decltype(nullptr)
0.05431493,0.00031474,0.01756530,N9__gnu_cxx24__concurrence_lock_errorE
0.05438123,0.00031307,0.01768143,N9__gnu_cxx26__concurrence_unlock_errorE
0.06124967,0.00018445,0.01583229,N10__cxxabiv115__forced_unwindE
0.06093634,0.00019860,0.01676835,N10__cxxabiv119__foreign_exceptionE
0.05749506,0.00059931,0.01684289,St13bad_exception
0.06092705,0.00020213,0.01156625,N10__cxxabiv120__si_class_type_infoE
0.06160124,0.00020851,0.01161768,N10__cxxabiv117__class_type_infoE
0.04582306,0.00023228,0.03313925,GCC: (GNU) 4.9.x 20150123 (prerelease)
0.04450603,0.00025113,0.04410472,Android clang version 5.0.300080  (based on LLVM 5.0.300080)
0.03643495,0.00049590,0.02930980,.note.gnu.build-id
0.03131513,0.00052280,0.05595105,.data.rel.ro.local
0.03820231,0.00029795,0.04421125,.note.gnu.gold-version
0.03634547,0.00037536,0.02803451,libnative-lib.so
0.05868863,0.00044870,0.00429231,_Z10submit_logPKcPc
0.04926208,0.00054772,0.02607394,__android_log_print
0.06077116,0.00024363,0.02184688,Java_it_uniroma2_giadd_aitm_MainActivity_stringFromJNI
0.04664179,0.00059709,0.02083141,__stack_chk_fail
0.04871542,0.00057326,0.01973028,__stack_chk_guard
0.04805266,0.00090440,0.01421525,__cxa_begin_catch
0.04732155,0.00068660,0.01253348,__gnu_Unwind_Find_exidx
0.04593760,0.00078025,0.01585684,pcap_set_snaplen
0.04668637,0.00126643,0.01329969,add_addr_to_iflist
0.04966895,0.00061571,0.01677654,pcap_freealldevs
0.05223881,0.00072559,0.02344772,pcap_findalldevs
0.05107355,0.00050939,0.02317128,pcap_not_initialized
0.05166149,0.00092208,0.01259401,pcap_can_set_rfmon
0.04789533,0.00036628,0.01742530,pcap_list_tstamp_types
0.04874005,0.00040925,0.01535301,pcap_free_tstamp_types
0.05222728,0.00076125,0.01842803,pcap_offline_read
0.05576130,0.00044220,0.03060188,pcap_findalldevs_interfaces
0.05790543,0.00046421,0.01840962,pcap_platform_finddevs
0.05051020,0.00058143,0.02873340,capture_source_types
0.04742636,0.00096464,0.02843897,pcap_create_interface
0.04834475,0.00124972,0.02624238,pcap_create_common
0.05209853,0.00070947,0.02078826,pcap_cleanup_live_common
0.04901767,0.00086037,0.02560333,pcap_check_activated
0.04966895,0.00079499,0.02442802,pcap_set_promisc
0.04966895,0.00051290,0.01782268,pcap_set_timeout
0.04454006,0.00044477,0.01459327,pcap_set_tstamp_type
0.04966395,0.00049896,0.02580243,pcap_set_immediate_mode
0.05293193,0.00056372,0.01706030,pcap_set_buffer_size
0.05124283,0.00046153,0.02640832,pcap_set_tstamp_precision
0.05288754,0.00050144,0.02543438,pcap_get_tstamp_precision
0.04407193,0.00125353,0.03571488,pcap_statustostr
0.04961097,0.00056667,0.02545915,pcap_open_offline_common
0.05156451,0.00077275,0.01857353,pcap_datalink_ext
0.05024017,0.00062872,0.02568740,pcap_list_datalinks
0.05495344,0.00067001,0.02215996,pcap_free_datalinks
0.05156451,0.00071425,0.02270669,pcap_set_datalink
0.05282792,0.00047390,0.02105406,pcap_datalink_val_to_name
0.05282792,0.00047939,0.02159044,pcap_datalink_name_to_val
0.05584671,0.00043915,0.02556810,pcap_datalink_val_to_description
0.05063769,0.00036981,0.01554498,pcap_tstamp_type_name_to_val
0.05063769,0.00033511,0.01520122,pcap_tstamp_type_val_to_name
0.05541198,0.00032403,0.01940533,pcap_tstamp_type_val_to_description
0.05394581,0.00051527,0.02426224,pcap_major_version
0.05228744,0.00068913,0.03221206,pcap_minor_version
0.05112117,0.00052031,0.01600339,pcap_get_selectable_fd
0.05223881,0.00086347,0.01696078,pcap_getnonblock
0.05554644,0.00074385,0.01143642,pcap_getnonblock_fd
0.05223881,0.00065462,0.01801181,pcap_setnonblock
0.05554644,0.00057994,0.01202402,pcap_setnonblock_fd
0.05222728,0.00079068,0.02412457,pcap_setdirection
0.04726586,0.00061147,0.01092349,pcap_add_to_pcaps_to_close
0.05221987,0.00041844,0.01662683,pcap_remove_from_pcaps_to_close
0.05550517,0.00040781,0.02413370,pcap_open_dead_with_tstamp_precision
0.05181126,0.00070207,0.02497047,pcap_offline_filter
0.05410448,0.00071426,0.02062954,pcap_lib_version
0.05169075,0.00057974,0.03529285,netfilter_findalldevs
0.04593760,0.00093310,0.03534007,netfilter_create
0.05181126,0.00083093,0.03113052,pthread_setspecific
0.04583354,0.00098572,0.01987180,pcap_compile_nopcap
0.05338235,0.00098751,0.02960921,pthread_getspecific
0.04897069,0.00059123,0.02385879,pthread_key_create
0.04763599,0.00050345,0.02898316,pthread_key_delete
0.05166149,0.00045754,0.01915320,gen_atmtype_abbrev
0.05332044,0.00064156,0.02168276,gen_atmfield_code
0.05156451,0.00066926,0.01347396,gen_llc_s_subtype
0.05156451,0.00066046,0.01231523,gen_llc_u_subtype
0.05037313,0.00073400,0.03468195,gen_proto_abbrev
0.04850746,0.00069548,0.03040328,gen_portrangeop6
0.05000312,0.00054784,0.02978706,pcap_ether_hostton
0.05000312,0.00061503,0.02689047,pcap_nametonetaddr
0.04994686,0.00089599,0.03927674,pcap_nametoportrange
0.04905417,0.00065883,0.01631022,__pcap_nametodnaddr
0.05338235,0.00058535,0.02055343,pcap_nametoaddrinfo
0.04738990,0.00103915,0.02291208,pcap_nametoeproto
0.04709909,0.00101610,0.02899103,pcap_nametoproto
0.05853624,0.00049905,0.02105077,pthread_mutex_unlock
0.05726256,0.00049535,0.02120974,pthread_mutex_lock
0.05597015,0.00066522,0.01401881,gen_p80211_fcdir
0.05338235,0.00052341,0.01202514,gen_mtp2type_abbrev
0.05497824,0.00063140,0.01452619,gen_mtp3field_code
0.05397535,0.00054947,0.02593063,gen_atmmulti_abbrev
0.05554644,0.00062008,0.02386474,install_bpf_program
0.04668637,0.00110015,0.02567205,pcap_next_etherent
0.05659849,0.00036130,0.02685944,pcap_open_offline_with_tstamp_precision
0.05667291,0.00036007,0.02778395,pcap_fopen_offline_with_tstamp_precision
0.04805266,0.00070599,0.02063342,pcap_open_offline
0.04771880,0.00072441,0.02264773,pcap_fopen_offline
0.04563397,0.00078867,0.02613407,pcap_check_header
0.04938351,0.00075672,0.02061991,pcap_ng_check_header
0.04964717,0.00052477,0.02257466,swap_pseudo_headers
0.04546837,0.00058560,0.01813627,pcap_dump_open_append
0.05505555,0.00034528,0.01854549,bpf_filter_with_aux_data
0.04807608,0.00103668,0.01923742,pcap__create_buffer
0.05103555,0.00077386,0.01435857,pcap__flush_buffer
0.05570386,0.00035241,0.01439896,pcap__switch_to_buffer
0.05024017,0.00073501,0.02311797,pcap__delete_buffer
0.05196589,0.00046619,0.02080373,pcap_push_buffer_state
0.05080581,0.00066220,0.02030235,pcap_pop_buffer_state
0.04980859,0.00081691,0.01788611,pcap__scan_buffer
0.04805266,0.00082083,0.02209970,pcap__scan_string
0.04780328,0.00071507,0.01529482,pcap__scan_bytes
0.05153462,0.00060861,0.01290258,pcap__flex_debug
0.05410448,0.00068338,0.01899959,pcap_lex_destroy
0.04991727,0.00070220,0.01311271,__cxa_get_exception_ptr
0.04871542,0.00057290,0.01194653,__cxa_get_globals
0.04695950,0.00071030,0.01204639,__cxa_end_cleanup
0.04884783,0.00073348,0.01859692,__cxa_call_unexpected
0.05002915,0.00046246,0.01401104,__cxa_get_globals_fast
0.06050240,0.00030421,0.01832333,_ZSt18uncaught_exceptionv
0.05083317,0.00073780,0.01436885,__cxa_begin_cleanup
0.05507637,0.00039234,0.01743111,_ZSt10unexpectedv
0.04664179,0.00056068,0.01102471,__cxa_type_match
0.06025972,0.00039718,0.01248970,_ZNSt9exceptionD2Ev
0.04961097,0.00054202,0.02021694,__cxa_allocate_exception
0.05996892,0.00027048,0.01378188,_ZN10__cxxabiv111__terminateEPFvvE
0.05801257,0.00021647,0.01992674,_ZSt13set_terminatePFvvE
0.06170849,0.00021813,0.02023857,_ZN10__cxxabiv119__terminate_handlerE
0.05349528,0.00044181,0.02405513,_ZSt13get_terminatev
0.06178922,0.00024131,0.01344060,_ZN10__cxxabiv112__unexpectedEPFvvE
0.05930837,0.00020853,0.01520964,_ZSt14set_unexpectedPFvvE
0.06251240,0.00018759,0.01763434,_ZN10__cxxabiv120__unexpected_handlerE
0.05507020,0.00025025,0.01669241,_ZSt14get_unexpectedv
0.06319677,0.00017292,0.00972747,_ZTVN10__cxxabiv120__si_class_type_infoE
0.05597015,0.00056341,0.02189537,_ZTISt9exception
0.04958102,0.00063646,0.01366685,__cxa_free_exception
0.06266831,0.00016119,0.00983451,_ZN10__cxxabiv120__si_class_type_infoD2Ev
0.06402784,0.00016649,0.00974334,_ZN10__cxxabiv117__class_type_infoD2Ev
0.06239351,0.00017089,0.01027593,_ZN10__cxxabiv120__si_class_type_infoD1Ev
0.06239351,0.00017839,0.00983283,_ZN10__cxxabiv120__si_class_type_infoD0Ev
0.06597839,0.00012486,0.01061925,_ZNK10__cxxabiv120__si_class_type_info20__do_find_public_srcEiPKvPKNS_17__class_type_infoES2_
0.06722059,0.00010470,0.01131532,_ZNK10__cxxabiv120__si_class_type_info12__do_dyncastEiNS_17__class_type_info10__sub_kindEPKS1_PKvS4_S6_RNS1_16__dyncast_resultE
0.06644057,0.00013293,0.01194227,_ZNK10__cxxabiv120__si_class_type_info11__do_upcastEPKNS_17__class_type_infoEPKvRNS1_15__upcast_resultE
0.06660670,0.00013257,0.01087864,_ZNK10__cxxabiv117__class_type_info11__do_upcastEPKS0_PKvRNS0_15__upcast_resultE
0.06319677,0.00017416,0.01081231,_ZTSN10__cxxabiv120__si_class_type_infoE
0.06319677,0.00017064,0.01293022,_ZTIN10__cxxabiv120__si_class_type_infoE
0.06735792,0.00011192,0.01052019,_ZNK10__cxxabiv117__class_type_info10__do_catchEPKSt9type_infoPPvj
0.06488395,0.00013463,0.00971016,_ZNK10__cxxabiv117__class_type_info11__do_upcastEPKS0_PPv
0.06387390,0.00018435,0.01310247,_ZTIN10__cxxabiv117__class_type_infoE
0.06387390,0.00018718,0.00962602,_ZTVN10__cxxabiv117__class_type_infoE
0.06633639,0.00012002,0.00874194,_ZNK10__cxxabiv117__class_type_info20__do_find_public_srcEiPKvPKS0_S2_
0.06275324,0.00017568,0.01021697,_ZN10__cxxabiv117__class_type_infoD1Ev
0.06324229,0.00018231,0.00974153,_ZN10__cxxabiv117__class_type_infoD0Ev
0.06810230,0.00009902,0.01063714,_ZNK10__cxxabiv117__class_type_info12__do_dyncastEiNS0_10__sub_kindEPKS0_PKvS3_S5_RNS0_16__dyncast_resultE
0.06387390,0.00018417,0.01079423,_ZTSN10__cxxabiv117__class_type_infoE
0.05128831,0.00044704,0.02739783,__cxa_allocate_dependent_exception
0.05034363,0.00050028,0.02210614,__cxa_free_dependent_exception
0.04629673,0.00061918,0.01616257,__gnu_end_cleanup
0.06337595,0.00017856,0.01808002,_ZTIN10__cxxabiv119__foreign_exceptionE
0.06365042,0.00016026,0.01733945,_ZTIN10__cxxabiv115__forced_unwindE
0.06129258,0.00030998,0.01888013,_ZTISt13bad_exception
0.06129258,0.00035349,0.01081609,_ZTVSt13bad_exception
0.06345715,0.00022500,0.01338937,_ZNSt13bad_exceptionD1Ev
0.06025972,0.00039813,0.01376974,_ZNSt9exceptionD1Ev
0.06470093,0.00022432,0.01240503,_ZNSt13bad_exceptionD2Ev
0.06313241,0.00018673,0.01564752,_ZNKSt9exception4whatEv
0.06601868,0.00018945,0.01492110,_ZNKSt13bad_exception4whatEv
0.06025972,0.00037868,0.01248494,_ZNSt9exceptionD0Ev
0.06470093,0.00021976,0.01240133,_ZNSt13bad_exceptionD0Ev
0.06378633,0.00016684,0.01073064,_ZN10__cxxabiv115__forced_unwindD2Ev
0.06244093,0.00017460,0.01128283,_ZN10__cxxabiv115__forced_unwindD1Ev
0.06295715,0.00017001,0.01072854,_ZN10__cxxabiv115__forced_unwindD0Ev
0.06356261,0.00016107,0.01299802,_ZN10__cxxabiv119__foreign_exceptionD2Ev
0.06235175,0.00016723,0.01359673,_ZN10__cxxabiv119__foreign_exceptionD1Ev
0.06281634,0.00016367,0.01299573,_ZN10__cxxabiv119__foreign_exceptionD0Ev
0.05410448,0.00058411,0.01947492,_ZTSSt9exception
0.05987112,0.00035077,0.01729209,_ZTSSt13bad_exception
0.06365042,0.00016532,0.01412288,_ZTSN10__cxxabiv115__forced_unwindE
0.06337595,0.00017828,0.01504759,_ZTSN10__cxxabiv119__foreign_exceptionE
0.05597015,0.00054305,0.01041771,_ZTVSt9exception
0.06365042,0.00015081,0.01250985,_ZTVN10__cxxabiv115__forced_unwindE
0.06337595,0.00019116,0.01350020,_ZTVN10__cxxabiv119__foreign_exceptionE
0.05062906,0.00044825,0.01802040,__cxa_pure_virtual
0.06346526,0.00019711,0.01994393,_ZN9__gnu_cxx27__verbose_terminate_handlerEv
0.05739330,0.00035797,0.01672116,_ZSt15get_new_handlerv
0.05410448,0.00073059,0.00892115,_ZTVSt9bad_alloc
0.05410448,0.00063204,0.01874996,_ZTISt9bad_alloc
0.05868863,0.00039515,0.00965924,_ZNSt9bad_allocD1Ev
0.05080581,0.00033617,0.02142414,__cxa_deleted_virtual
0.05196510,0.00051120,0.01681867,__cxa_current_exception_type
0.05726256,0.00050411,0.00828647,_ZNSt8bad_castD1Ev
0.05726256,0.00055780,0.00792159,_ZTVSt10bad_typeid
0.05726256,0.00050681,0.01525603,_ZTISt10bad_typeid
0.05987112,0.00024109,0.00914320,_ZNSt10bad_typeidD1Ev
0.04866908,0.00059331,0.01562537,__cxa_guard_acquire
0.04807608,0.00061352,0.01664882,__cxa_guard_release
0.06053669,0.00027741,0.01454762,_ZNKSt9bad_alloc4whatEv
0.05868863,0.00043533,0.00876131,_ZNSt9bad_allocD2Ev
0.05868863,0.00039642,0.00875797,_ZNSt9bad_allocD0Ev
0.05223881,0.00065274,0.01667723,_ZTSSt9bad_alloc
0.05875015,0.00032633,0.01389778,_ZNKSt8bad_cast4whatEv
0.05726256,0.00054867,0.00747314,_ZNSt8bad_castD2Ev
0.05726256,0.00048216,0.00747013,_ZNSt8bad_castD0Ev
0.06289046,0.00022218,0.01279465,_ZNKSt10bad_typeid4whatEv
0.06129258,0.00026300,0.00837455,_ZNSt10bad_typeidD2Ev
0.05987112,0.00025687,0.00837168,_ZNSt10bad_typeidD0Ev
0.05560419,0.00059071,0.01375785,_ZTSSt10bad_typeid
0.05173285,0.00055187,0.01830223,__gcclibcxx_demangle_callback
0.05392618,0.00047263,0.03213204,__google_potentially_blocking_region_begin
0.05485180,0.00048100,0.03125184,__google_potentially_blocking_region_end
0.06079814,0.00023083,0.01407297,_ZTVN9__gnu_cxx20recursive_init_errorE
0.06079814,0.00023413,0.01899648,_ZTIN9__gnu_cxx20recursive_init_errorE
0.06104152,0.00019757,0.01340145,_ZN9__gnu_cxx20recursive_init_errorD1Ev
0.04805266,0.00066150,0.01289243,__cxa_guard_abort
0.05398320,0.00052550,0.03001216,pthread_cond_wait
0.05332274,0.00056177,0.02311693,pthread_cond_broadcast
0.06027612,0.00020326,0.01279617,_ZN9__gnu_cxx20recursive_init_errorD2Ev
0.06027612,0.00020802,0.01279386,_ZN9__gnu_cxx20recursive_init_errorD0Ev
0.06079814,0.00021870,0.01573208,_ZTSN9__gnu_cxx20recursive_init_errorE
0.06125239,0.00025132,0.01540145,_ZSt15set_new_handlerPFvvE
0.04550770,0.00020333,0.01273955,pcap_lookupdev => errbuf: [%s]
0.03970584,0.00032663,0.09869160,no suitable device found
0.04147445,0.00024703,0.04517520,inet class for 0x%x unknown
0.04119976,0.00034403,0.02499359,SIOCGIFNETMASK: %s: %s
0.03806683,0.00049278,0.03218802,SIOCGIFADDR: %s: %s
0.03918850,0.00026246,0.03748282,%s: no IPv4 address assigned
0.03466074,0.00060386,0.06145811,Unknown error: %d
0.04202549,0.00023878,0.07462441,DLT %d is not one of the DLTs supported by this device
0.04147355,0.00026095,0.07843152,%s is not one of the DLTs supported by this device
0.04027664,0.00031349,0.07616029,Setting direction is not implemented on this platform
0.04265036,0.00021615,0.04289261,FStatistics aren't available from a pcap_open_dead pcap_t
0.03885714,0.00026251,0.03697769,snaplen of 0 rejects all packets
0.03877743,0.00028901,0.05806527,unknown data link type %d
0.03889200,0.00028396,0.05808984,expression rejects all packets
0.03873047,0.00035133,0.05403558,Fsyntax error in filter expression
0.04177315,0.00034278,0.05619973,'llc' not supported for linktype %d
0.04226169,0.00026391,0.04536831,'llc' supported only on raw ATM
0.04173703,0.00025605,0.05657431,'lane' supported only on raw ATM
0.04405119,0.00025404,0.04413889,'ilmic' supported only on raw ATM
0.04240077,0.00027536,0.04557273,'sc' supported only on raw ATM
0.03939568,0.00027802,0.07107073,'radio' is not a valid protocol type
0.04079717,0.00031603,0.06726698,link layer applied in wrong context
0.03743849,0.00035040,0.07631988,direction applied to 'proto'
0.03701082,0.00029052,0.07778718,'radio proto' is bogus
0.03795146,0.00026446,0.05957319,'netbeui proto' is bogus
0.03627831,0.00045878,0.04761682,'ipx proto' is bogus
0.03482837,0.00040074,0.04740568,'stp proto' is bogus
0.03792537,0.00045905,0.06834286,unsupported protocol over mpls
0.04343701,0.00026260,0.05445921,NFLOG link-layer type filtering not implemented
0.04343701,0.00024056,0.04911901,AX.25 link-layer type filtering not implemented
0.03772825,0.00046633,0.06136439,unknown protocol: %s
0.04237643,0.00027474,0.07417738,'gateway' not supported in this configuration
0.03809969,0.00035861,0.06470766,port in range '%s' is tcp
0.03894180,0.00035881,0.07638959,port in range '%s' is udp
0.03907204,0.00034037,0.04234868,'ip6' modifier applied to ip host
0.04481848,0.00025560,0.04736685,'ta' is only supported on 802.11 with 802.11 headers
0.04481848,0.00025722,0.04753190,'ra' is only supported on 802.11 with 802.11 headers
0.04102421,0.00025979,0.04432861,'decnet' modifier applied to ip6 %s
0.03960209,0.00030010,0.04300921,'arp' modifier applied to ip6 %s
0.03958548,0.00029394,0.04444316,'rarp' modifier applied to ip6 %s
0.03883219,0.00032533,0.04172941,'ip' modifier applied to ip6 %s
0.03664963,0.00046837,0.06566410,unknown osi proto '%s'
0.03849756,0.00039754,0.07719602,unknown ether proto '%s'
0.03707970,0.00051885,0.04924831,unknown ip proto '%s'
0.04365003,0.00023981,0.07099868,F'protochain' not supported with variable length headers
0.03902270,0.00046655,0.07182928,unsupported proto to gen_protochain
0.03975255,0.00033943,0.07566749,bad protocol applied for 'protochain'
0.03925234,0.00030112,0.05503049,non-network bits set in "%s mask %s"
0.04062601,0.00027615,0.03636962,mask length must be <= 32
0.03845959,0.00029753,0.06779617,'gateway' requires a name
0.04213590,0.00032478,0.04571422,illegal port number %u > 65535
0.03576402,0.00038762,0.05974475,illegal link layer address
0.03838357,0.00061274,0.06415409,no mask %s supported
0.03873355,0.00038393,0.05891737,%s resolved to multiple address
0.04118897,0.00021045,0.04546510,invalid qualifier against IPv6 address
0.03978390,0.00026790,0.04643309,mask length must be <= %u
0.03826449,0.00030254,0.07176911,Fethernet address used in non-ether expression
0.04358414,0.00024691,0.04205335,IPv6 upper-layer protocol is not supported by proto[x]
0.03846002,0.00034409,0.08498557,radio information not present in capture
0.03795806,0.00041174,0.07440711,unsupported index operation
0.03986282,0.00031978,0.07526657,too many registers needed to evaluate expression
0.04132684,0.00028184,0.04178437,netmask not known so 'ip broadcast' not supported
0.03733094,0.00052897,0.04624666,not a broadcast link
0.04492206,0.00026394,0.03565766,only link-layer/IP broadcast filters supported
0.04197185,0.00029051,0.04988962,Flibpcap was compiled without pf support
0.04430682,0.00031408,0.04087735,802.11 link-layer types supported only on 802.11
